TABLE NO.  1
 PRED        IPRED
  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00
  1.6389E+00  9.3974E-01
  2.3227E+00  1.4204E+00
  2.5662E+00  1.6521E+00
  2.6086E+00  1.7493E+00
  2.5609E+00  1.7742E+00
  2.4745E+00  1.7606E+00
  2.3732E+00  1.7269E+00
  2.2678E+00  1.6833E+00
  2.1634E+00  1.6350E+00
  2.0620E+00  1.5849E+00
  1.9646E+00  1.5348E+00
  1.8714E+00  1.4853E+00
  1.7824E+00  1.4369E+00
  1.6976E+00  1.3898E+00
  1.6168E+00  1.3441E+00
  1.5398E+00  1.2998E+00
  1.4664E+00  1.2570E+00
  1.3966E+00  1.2155E+00
  1.3301E+00  1.1754E+00
  1.2667E+00  1.1366E+00
  1.2064E+00  1.0991E+00
  1.1489E+00  1.0628E+00
  1.0942E+00  1.0277E+00
  1.0421E+00  9.9382E-01
  9.9246E-01  9.6101E-01
  9.4519E-01  9.2929E-01
  9.0017E-01  8.9861E-01
  8.5729E-01  8.6895E-01
  8.1646E-01  8.4027E-01
  7.7757E-01  8.1253E-01
  7.4054E-01  7.8571E-01
  7.0526E-01  7.5977E-01
  6.7167E-01  7.3469E-01
  6.3968E-01  7.1044E-01
  6.0921E-01  6.8698E-01
  5.8020E-01  6.6431E-01
  5.5256E-01  6.4238E-01
  5.2624E-01  6.2117E-01
  5.0118E-01  6.0066E-01
  4.7731E-01  5.8084E-01
  4.5457E-01  5.6166E-01
  4.3292E-01  5.4312E-01
  4.1230E-01  5.2519E-01
  3.9266E-01  5.0786E-01
  3.7396E-01  4.9109E-01
  3.5615E-01  4.7488E-01
  3.3919E-01  4.5920E-01
  3.2303E-01  4.4404E-01
  3.0765E-01  4.2939E-01
  2.9299E-01  4.1521E-01
  2.7904E-01  4.0151E-01
  2.6575E-01  3.8825E-01
  2.5309E-01  3.7543E-01
  2.4103E-01  3.6304E-01
  2.2955E-01  3.5106E-01
  2.1862E-01  3.3947E-01
  2.0821E-01  3.2826E-01
  1.9829E-01  3.1743E-01
  1.8885E-01  3.0695E-01
  1.7985E-01  2.9681E-01
  1.7129E-01  2.8702E-01
  1.6313E-01  2.7754E-01
  1.5536E-01  2.6838E-01
  1.4796E-01  2.5952E-01
  1.4091E-01  2.5095E-01
  1.3420E-01  2.4267E-01
  1.2781E-01  2.3466E-01
  1.2172E-01  2.2691E-01
  1.1592E-01  2.1942E-01
  1.1040E-01  2.1218E-01
  1.0514E-01  2.0517E-01
  1.0013E-01  1.9840E-01
  9.5365E-02  1.9185E-01
  9.0823E-02  1.8552E-01
  8.6497E-02  1.7939E-01
  8.2377E-02  1.7347E-01
  7.8453E-02  1.6775E-01
  7.4717E-02  1.6221E-01
  7.1158E-02  1.5685E-01
  6.7769E-02  1.5168E-01
  6.4541E-02  1.4667E-01
  6.1467E-02  1.4183E-01
  5.8539E-02  1.3715E-01
  5.5751E-02  1.3262E-01
  5.3096E-02  1.2824E-01
  5.0567E-02  1.2401E-01
  4.8158E-02  1.1991E-01
  4.5864E-02  1.1596E-01
  4.3680E-02  1.1213E-01
  4.1599E-02  1.0843E-01
  3.9618E-02  1.0485E-01
  3.7731E-02  1.0139E-01
  3.5934E-02  9.8039E-02
  3.4222E-02  9.4802E-02
  3.2592E-02  9.1673E-02
  3.1040E-02  8.8647E-02
  3.1040E-02  8.8647E-02
  8.4901E-01  5.5559E-01
  1.1895E+00  7.9309E-01
  1.3099E+00  9.0622E-01
  1.3298E+00  9.5216E-01
  1.3048E+00  9.6203E-01
  1.2604E+00  9.5276E-01
  1.2086E+00  9.3355E-01
  1.1549E+00  9.0940E-01
  1.1017E+00  8.8301E-01
  1.0501E+00  8.5584E-01
