TABLE NO.  1
 PRED        IPRED
  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00
  2.6086E+00  1.7493E+00
  2.2678E+00  1.6833E+00
  1.8714E+00  1.4853E+00
  1.5398E+00  1.2998E+00
  1.2667E+00  1.1366E+00
  1.0421E+00  9.9382E-01
  8.5729E-01  8.6895E-01
  7.0526E-01  7.5977E-01
  5.8020E-01  6.6431E-01
  4.7731E-01  5.8084E-01
  3.9266E-01  5.0786E-01
  3.2303E-01  4.4404E-01
  2.6575E-01  3.8825E-01
  2.1862E-01  3.3947E-01
  1.7985E-01  2.9681E-01
  1.4796E-01  2.5952E-01
  1.2172E-01  2.2691E-01
  1.0013E-01  1.9840E-01
  8.2377E-02  1.7347E-01
  6.7769E-02  1.5168E-01
  5.5751E-02  1.3262E-01
  4.5864E-02  1.1596E-01
  3.7731E-02  1.0139E-01
  3.1040E-02  8.8647E-02
  3.1040E-02  8.8647E-02
  1.3298E+00  9.5216E-01
  1.1549E+00  9.0940E-01
  9.5296E-01  8.0189E-01
  7.8410E-01  7.0173E-01
  6.4506E-01  6.1361E-01
  5.3067E-01  5.3652E-01
  4.3656E-01  4.6911E-01
  3.5914E-01  4.1016E-01
  2.9546E-01  3.5863E-01
  2.4306E-01  3.1357E-01
  1.9996E-01  2.7417E-01
  1.6450E-01  2.3972E-01
  1.3533E-01  2.0960E-01
  1.1133E-01  1.8326E-01
  9.1586E-02  1.6024E-01
  7.5345E-02  1.4010E-01
  6.1984E-02  1.2250E-01
  5.0992E-02  1.0711E-01
  4.1949E-02  9.3650E-02
  3.4510E-02  8.1883E-02
  2.8390E-02  7.1595E-02
  2.3356E-02  6.2599E-02
  1.9214E-02  5.4733E-02
  1.5807E-02  4.7856E-02
  1.3173E+00  9.1649E-01
  1.1446E+00  8.7822E-01
  9.4448E-01  7.7463E-01
  7.7712E-01  6.7789E-01
  6.3932E-01  5.9277E-01
  5.2595E-01  5.1829E-01
  4.3268E-01  4.5317E-01
  3.5595E-01  3.9623E-01
  2.9283E-01  3.4645E-01
  2.4090E-01  3.0292E-01
  1.9818E-01  2.6485E-01
  1.6303E-01  2.3158E-01
  1.3412E-01  2.0248E-01
  1.1034E-01  1.7704E-01
  9.0771E-02  1.5479E-01
  7.4674E-02  1.3534E-01
  6.1432E-02  1.1834E-01
  5.0538E-02  1.0347E-01
  4.1576E-02  9.0469E-02
  3.4203E-02  7.9101E-02
  2.8138E-02  6.9163E-02
  2.3148E-02  6.0472E-02
  1.9043E-02  5.2874E-02
  1.5666E-02  4.6231E-02
  1.3172E+00  9.1507E-01
  1.1445E+00  8.7697E-01
  9.4440E-01  7.7354E-01
  7.7706E-01  6.7694E-01
  6.3927E-01  5.9194E-01
  5.2590E-01  5.1757E-01
  4.3264E-01  4.5254E-01
  3.5592E-01  3.9568E-01
  2.9280E-01  3.4596E-01
  2.4088E-01  3.0249E-01
  1.9816E-01  2.6448E-01
  1.6302E-01  2.3125E-01
  1.3411E-01  2.0220E-01
  1.1033E-01  1.7679E-01
  9.0764E-02  1.5458E-01
  7.4668E-02  1.3515E-01
  6.1427E-02  1.1817E-01
  5.0534E-02  1.0332E-01
  4.1572E-02  9.0342E-02
  3.4200E-02  7.8991E-02
  2.8135E-02  6.9066E-02
  2.3146E-02  6.0388E-02
  1.9041E-02  5.2800E-02
  1.5665E-02  4.6166E-02
  1.3172E+00  9.1501E-01
  1.1445E+00  8.7692E-01
  9.4440E-01  7.7350E-01
  7.7706E-01  6.7690E-01
  6.3927E-01  5.9190E-01
  5.2590E-01  5.1754E-01
  4.3264E-01  4.5251E-01
  3.5592E-01  3.9565E-01
  2.9280E-01  3.4594E-01
  2.4088E-01  3.0247E-01
