TABLE NO.  1
 PRED        IPRED
  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00
  1.5398E+00  1.2998E+00
  7.0526E-01  7.5977E-01
  3.2303E-01  4.4404E-01
  1.4796E-01  2.5952E-01
  6.7769E-02  1.5168E-01
  3.1040E-02  8.8647E-02
  3.1040E-02  8.8647E-02
  7.8410E-01  7.0173E-01
  3.5914E-01  4.1016E-01
  1.6450E-01  2.3972E-01
  7.5345E-02  1.4010E-01
  3.4510E-02  8.1883E-02
  1.5807E-02  4.7856E-02
  7.7712E-01  6.7789E-01
  3.5595E-01  3.9623E-01
  1.6303E-01  2.3158E-01
  7.4674E-02  1.3534E-01
  3.4203E-02  7.9101E-02
  1.5666E-02  4.6231E-02
  7.7706E-01  6.7694E-01
  3.5592E-01  3.9568E-01
  1.6302E-01  2.3125E-01
  7.4668E-02  1.3515E-01
  3.4200E-02  7.8991E-02
  1.5665E-02  4.6166E-02
  7.7706E-01  6.7690E-01
  3.5592E-01  3.9565E-01
  1.6302E-01  2.3124E-01
  7.4668E-02  1.3515E-01
  3.4200E-02  7.8986E-02
  1.5665E-02  4.6163E-02
  7.7706E-01  6.7690E-01
  3.5592E-01  3.9565E-01
  1.6302E-01  2.3124E-01
  7.4668E-02  1.3515E-01
  3.4200E-02  7.8986E-02
  1.5665E-02  4.6163E-02
  7.7706E-01  6.7690E-01
  3.5592E-01  3.9565E-01
  1.6302E-01  2.3124E-01
  7.4668E-02  1.3515E-01
  3.4200E-02  7.8986E-02
  1.5665E-02  4.6163E-02
  7.1749E-03  2.6980E-02
  3.2863E-03  1.5768E-02
  1.5052E-03  9.2158E-03
  6.8943E-04  5.3861E-03
  3.1578E-04  3.1479E-03
  1.4464E-04  1.8398E-03
