TABLE NO.  1
 PRED        IPRED
  0.0000E+00  0.0000E+00
  0.0000E+00  0.0000E+00
  2.8907E+00  4.7459E+00
  2.4982E+00  3.4632E+00
  1.9258E+00  2.2364E+00
  1.4754E+00  1.4558E+00
  1.1424E+00  9.8575E-01
  8.9808E-01  7.0414E-01
  7.1850E-01  5.3433E-01
  5.8604E-01  4.3057E-01
  4.8784E-01  3.6585E-01
  4.1458E-01  3.2425E-01
  3.5947E-01  2.9637E-01
  3.1761E-01  2.7668E-01
  2.8541E-01  2.6192E-01
  2.6028E-01  2.5017E-01
  2.4034E-01  2.4027E-01
  2.2423E-01  2.3157E-01
  2.1094E-01  2.2366E-01
  1.9975E-01  2.1629E-01
  1.9013E-01  2.0934E-01
  1.8171E-01  2.0271E-01
  1.7419E-01  1.9634E-01
  1.6739E-01  1.9021E-01
  1.6113E-01  1.8429E-01
  1.5532E-01  1.7857E-01
  1.5532E-01  1.7857E-01
  1.5952E+00  2.5460E+00
  1.3938E+00  1.8993E+00
  1.1028E+00  1.2807E+00
  8.7289E-01  8.8535E-01
  7.0194E-01  6.4544E-01
  5.7549E-01  4.9991E-01
  4.8158E-01  4.1043E-01
  4.1138E-01  3.5411E-01
  3.5846E-01  3.1746E-01
  3.1813E-01  2.9249E-01
  2.8701E-01  2.7452E-01
  2.6263E-01  2.6076E-01
  2.4319E-01  2.4960E-01
  2.2740E-01  2.4004E-01
  2.1431E-01  2.3154E-01
  2.0323E-01  2.2374E-01
  1.9367E-01  2.1644E-01
  1.8525E-01  2.0952E-01
  1.7770E-01  2.0290E-01
  1.7084E-01  1.9655E-01
  1.6452E-01  1.9042E-01
  1.5864E-01  1.8450E-01
  1.5311E-01  1.7877E-01
  1.4788E-01  1.7323E-01
  1.4788E-01  1.7323E-01
  1.5882E+00  2.5408E+00
  1.3873E+00  1.8943E+00
  1.0965E+00  1.2758E+00
  8.6694E-01  8.8065E-01
  6.9625E-01  6.4089E-01
  5.7002E-01  4.9550E-01
  4.7632E-01  4.0616E-01
  4.0632E-01  3.4997E-01
  3.5357E-01  3.1344E-01
  3.1342E-01  2.8860E-01
  2.8246E-01  2.7075E-01
  2.5823E-01  2.5711E-01
  2.3894E-01  2.4606E-01
  2.2329E-01  2.3662E-01
  2.1033E-01  2.2822E-01
  1.9938E-01  2.2052E-01
  1.8994E-01  2.1332E-01
  1.8164E-01  2.0650E-01
  1.7421E-01  1.9997E-01
  1.6746E-01  1.9371E-01
  1.6125E-01  1.8767E-01
  1.5547E-01  1.8183E-01
  1.5005E-01  1.7619E-01
  1.4492E-01  1.7072E-01
  1.4492E-01  1.7072E-01
  1.5854E+00  2.5384E+00
  1.3845E+00  1.8919E+00
  1.0938E+00  1.2735E+00
  8.6434E-01  8.7845E-01
  6.9373E-01  6.3875E-01
  5.6759E-01  4.9343E-01
  4.7397E-01  4.0415E-01
  4.0404E-01  3.4803E-01
  3.5136E-01  3.1156E-01
  3.1128E-01  2.8677E-01
  2.8038E-01  2.6898E-01
  2.5622E-01  2.5539E-01
  2.3699E-01  2.4439E-01
  2.2141E-01  2.3500E-01
  2.0851E-01  2.2665E-01
  1.9762E-01  2.1900E-01
  1.8824E-01  2.1185E-01
  1.7999E-01  2.0507E-01
  1.7262E-01  1.9860E-01
  1.6592E-01  1.9237E-01
  1.5976E-01  1.8637E-01
  1.5403E-01  1.8058E-01
  1.4865E-01  1.7497E-01
  1.4356E-01  1.6955E-01
  1.4356E-01  1.6955E-01
  1.5841E+00  2.5372E+00
  1.3832E+00  1.8908E+00
  1.0926E+00  1.2725E+00
  8.6315E-01  8.7741E-01
  6.9258E-01  6.3774E-01
  5.6647E-01  4.9246E-01
  4.7289E-01  4.0320E-01
